text,label
"“Apretarse el cinturón” ante la crisis. Barack Obama ha propuesto recortar en un tercio las importaciones de petróleo de Estados Unidos para 2020. ""En un mundo revuelto"", dijo el presidente al presentar sus propuestas sobre seguridad energética, ""no hay soluciones rápidas"".",1
"Ofrece cobertura en todas las especialidades y para acceder a una consulta, los usuarios colorados deben abonar sólo 3.000 guaraníes. Cuenta con consultorios de Pediatría, Ginecología, Clínica Médica, “Planificación Familiar” y vacunación, estos dos últimos servicios son gratuitos. Además ofrece atención cardiológica y odontológica. Nueve funcionarios, de los cuales cinco son médicos que presupuestariamente dependen de la XVIII Región Sanitaria cumplen funciones en este puesto de salud. ",1
"«Hemos perdido algunos partidos en la Premier League, el equipo “no está en su mejor momento”, pero queremos luchar por la Liga de Campeones», añadió. El 0-0 de los primeros 70 minutos no fue el fiel reflejo de un partido vibrante y lleno de alternativas y ocasiones de gol para ambos equipos.",0
"El presidente Shima, ahora, se ve obligado a pensar no solo en el futuro de la empresa que dirige, sino también en sus responsabilidades como miembro del pueblo japonés. ¿Cómo ayudar ante el desastre? ¿Qué puede hacer su empresa para “echar una mano” a Japón? ¿Cómo pueden colaborar los japoneses para salir airosos de la grave crisis?",1
"MOCTEZUMA: Erís increíble, músico. Nos sabís cómo respetar a la gente. No vis que la Miriam es una cabra “sensible"". Que nos trata el descueve. Que es un ser humano que nunca hemos sabido mirar… LEO: No me digái que te enamoraste con el discurso, gil.",1
"En la misma es necesario considerar el papel del Estado y del mercado, el rol de la regulación, el avance de la descentralización de la salud en el país, así como los temas de igualdad de oportunidades y generación de “capital humano.”",1
"Llegaba incluso a mencionar la famosa tarjeta que Ana Rosa Díez había querido entregarle a Tomás Silva antes de desaparecer de la faz de la tierra: «Después supe por una señora Rosa, “amiga íntima” de la madre de Galarza, que había recibido y tenía una tarjeta de un fraile cuyo nombre no puedo todavía decir». Alfredo García se daba entonces el lujo de parafrasear la tarjeta, como si la hubiera visto.",0
"También es un laboratorio para nosotros. Porque tanto ellos como nosotros estamos experimentando cosas. Estamos poniendo en práctica cosas que tal vez se estén haciendo por primera vez en el mundo. Pero es que en Venezuela también se hicieron, no es la primera vez que Venezuela es un laboratorio. En Venezuela se inventó la “desaparición forzada” de personas. En Venezuela probablemente se inventó el lanzamiento de personas vivas desde helicópteros, práctica que después se aplicó en Vietnam. Y por cierto, la desaparición forzada de personas se practicó después en el Cono Sur. Se perfeccionó allá.",1
"Al cabo de un rato, el esfuerzo físico le hizo entrar en calor, y su ropa ya no sólo estaba mojada por el agua del baldeo, sino por su propia transpiración y por la sangre y otras sustancias de las que inevitablemente quedaron impregnadas; y supo que había descendido los últimos peldaños de la escala social, había dejado de ser un “hombre libre"" digno de respeto, y estaba reducido a la ínfima categoría de un simple menesteroso, un proletario sin cualificación, condenado de por vida a tratar de sobrevivir. ",0
"Resultados y formación. Ahí estábamos todos de acuerdo y por primera vez en mucho tiempo el aficionado estudiantil afrontaba la temporada con ilusión de al menos “pasar un buen rato” y ver a sus chavales jugar minutos. Visto en perspectiva, parece mentira que no anticipáramos la que nos iba a caer encima. Los canteranos eran buenos y lo demostraron, aunque con una cierta irregularidad: ya en la tercera jornada, Juancho Hernangómez conseguía 25 de valoración en solo trece minutos de juego.",0
"Cada frase era un caos privado donde coexistían sin problemas un recuerdo escolar, un chisme de peluquería, unos renglones procaces de una biografía novelada de Mariquita Sánchez de Thompson, una alabanza del jardinero de la casa de veraneo que tenían con su marido en Punta del Este, la colección de pelucas de una “amiga íntima” ─recientemente aligerada de un tumor cerebral del tamaño de un melón rosado─, los sudores fríos de la menopausia, un dilema crucial ─¿eutonía o ashtanga yoga?, ¿pesas o tanques de flotación?─, ciertas sospechas sobre el uso que la mucama hacía de su tiempo libre ─y siempre, traspapelada como por azar entre todas esas inquietudes, alguna pregunta sobre la vida personal de Rímini, que Nancy formulaba bajando el tono de voz, como si, pese al atolondramiento de su deseo de saber, todavía tuviera la conciencia necesaria para detenerse.",0
"— Los adolescentes blanco/mestizos son los que más asisten al bachillerato. Las “diferencias étnicas” en el acceso demuestran diferencias a favor de los blanco/mestizos. Seis de cada diez asiste al bachillerato, mientras que solo cuatro de cada diez adolescentes indígenas y afros lo hace.",1
"Alegaba que yo necesitaba compañía femenina, pero no de una «gata de ciudad» (como llamaba él a las chicas de por acá), sino de una hembra de las de verdad, madura y experimentada. Isaura era la adecuada porque había parido y criado 18 hijos. Además, no se trataba de una desconocida: había sido “amiga íntima” de mi abuela cuando jóvenes.",0
"Pospongo la reunión con mi amigo, el juerguista de la calle del Amor de Dios, por si el detenido de la comisaría me necesita. Y con satisfacción observo que mi talante servicial influye en los funcionarios de guardia, porque aplazan hasta nueva orden la partida de julepe para “echar una mano” a mi antagonista borrachín.",1
"De esta forma la intentona es frustrada y devastado su foco de acción, cuando se entorpecen las labores planificadas de los revoltosos y se produce el ataque contra los alzados. El Gobernador declara su gratitud a los agentes participantes que ayudaron a “neutralizar” a las fuerzas enemigas y en algunos casos les ofrece regalías por sus acciones valerosas, como fue el caso del Cabo Tomás de Ochoa, quien es ascendido a sargento, y del padre de Francisco Javier Pirela Capitán de Milicias Pardas José Vicente Pirela como acreedor de la gracia del Rey.",0
"En esta ciudad fundó, a principios de los 80, el grupo Siniestro Total, con el que creó grandes clásicos del punk-rock más desenfadado como Todos los ahorcados mueren empalmados, Matar jipis en las Cíes o Ayatollah! (No me toques la pirola). Sin embargo, en 1983 un botellazo a destiempo hizo que decidiese “buscar nuevos horizontes” con su amigo Teo Carralda, creando el grupo Golpes Bajos. Al principio versioneaban a los Who pero, tras ganar un concurso de maquetas, aparecieron en un programa de TV en el cual Germán se ""olvidó"" de decir que también tocaba en Siniestro. ",0
"Parece imposible que no puedan “echar una mano” sabiendo que si la empresa cumple sus objetivos se va a cargar un pueblo y una comarca, y hacer sentir una vez más la sensación de que Castilla y León no cuenta en el conjunto de España.",1
"En España, la novia suele entregar el bouquet a alguien decidido previamente por la pareja, que puede ser una hermana o alguna “amiga íntima”. También se le ofrece a la Virgen de la que la novia o la pareja es devota.",0
"Una disputa originada por una mujer celosa causó el incendio más voraz de los últimos tiempos en el Condado de Montgomery (Maryland), un edificio de apartamentos de tres pisos terminó prácticamente en ruinas la madrugada del domingo 18, lo que dejó a sus 75 inquilinos “sin techo”. El siniestro se registró a partir de las 3:30 a.m. en el 20226 de Halethorpe Drive situado en el complejo Oak Hill Apartments-Fase 2, en el área de Germantown.",1
"Mira, he escuchado muchos de esos planes de regreso, incluso un amigo del comité trabaja para uno y hasta donde sé hay “salida voluntaria” pero si te pagas el pasaje. ¿Si quieres puedo llamarlo y...?",0
"El paralelo es obvio. La dependencia económica de la exportación de un par de materias primas es un rasgo endémico de nuestra historia. Ha habido intentos de “neutralizarlo” de distinto tipo. El último fue en dictadura, por diversificar la canasta de exportaciones, y en algún momento se alcanzó. En los 90 había un abanico más amplio de productos exportables que ahora, aunque básicamente eran materias primas. Es un problema de larga data y de difícil maduración. Claramente hay una analogía",0
"Y de nuevo hubo el esperado intercambio de palabras (éstas ya se conocían y se saludaron al encontrarse, y como viejas amigas, se fueron a tomar el té) y con la “impotencia” de la resignación el Pao Yu del hogar se retiró y se fue a dormir, pero el sueño le duró poco, sus doncellas lo despertaron, otra vez y le dijeron: ""Lo buscan en el jardín"", y se fueron lejos porque ya no querían aparecer más en esta historia de identidad reclamada.",0
"L.M.: Tendré una “cita a ciegas” con un hombre diferente en cada capítulo. Los hay locos, hipocondríacos, raros... pero todos son muy divertidos.",1
Le habría hecho ilusión que la inesperada llegada de Bárbara sólo estuviera relacionada con el deseo de verle y “pasar un buen rato”. Se sintió un poco merluzo. — Todavía no lo he decidido.,0
"Sobre Florentino Pérez, Camacho aseguró que les une una ""buena relación"", pero que ""también “es un poco especial” en su manera de aplicar las cosas. No se deja asesorar fácilmente, no he tenido ningún problema hablando con él, pero es el presidente y manda"".",0
"En su primera versión, mostrada el pasado año, el aparato requería de un equipo que se ubicaría detrás de la oreja, similar al que hoy emplean personas con “problemas de audición”. Ahora, al ser como una moneda de solo ocho milímetros de grosor, es posible insertarlo en sustitución del pedazo de cráneo que se extirpa del sujeto. El cabello volvería a crecer allí, dijo Musk.",1
"¡¿Me lo vas a decir, sí o no?! -exclamó ella levantando bruscamente el tono de voz-. Perdona, es que “tengo la regla” y estoy algo irritable.",1
"Andreu había empezado a ir cuando Gómez le había revelado la existencia de la anciana y su condición de “amiga íntima” de Soledad; era un tema que quería llevar él solo, personalmente..., como lo estaba llevando Aurora. Desde el primer momento, y dada su pinta de hombre adinerado, la sebosa recepcionista de la residencia lo había recibido prácticamente con honores.",0
"Sobrevive en ella, al haberse cancelado en lo humano. Aun siendo un asesino, continúa gozando de sus derechos humanos, no sólo para ejercerlos en su propio beneficio, sino para recordarle a los demás que el asesino “está entre nosotros”, e incluso en nosotros, si no somos capaces de redimir nuestra humanidad. Caín es testigo de que asesinar a un asesino nos hace renunciar a nuestra propia humanidad.",0
"Desde hace algunos meses empecé a frecuentar diferentes viñedos de Querétaro, región clave al tratar el tema en cuestión. La necesidad de reivindicación y, más importante aún, de diferenciación con respecto a otras zonas productoras de nuestro país, llevó a las bodegas locales a “buscar nuevos horizontes”; hoy, lejos de ser ejemplares afrutados y en extremo dulces (perfil asociado erróneamente al paladar mexicano), los espumantes queretanos están capturando la atención de propios y extraños.",0
"Lo inmóvil no es una fase de la movilidad. Lo inmóvil no existe más que en la información que nos llega al pensamiento, es totalmente imaginario, directamente dependiente de nuestra incapacidad para descubrir los pequeños movimientos, «al golpe de vista». A la palabra «incapacidad» no quisiéramos que se le atribuya algún dejo despectivo: no es que no podamos ver movimientos muy lentos porque queremos y no podemos, por alguna “impotencia”. Se trata de una característica de nuestro sistema visual y no una torpe incapacidad. Es una capacidad útil, una herramienta.",0
"Nuestro Código Penal tampoco contempla el delito de corrupción como tal. En la práctica se ha entendido que las conductas tipificadas en el Título relativo a los Delitos contra la Administración Pública corresponderían a los delitos de ""corrupción"": peculado, concusión, cohecho, celebración indebida de contratos, enriquecimiento ilícito, “tráfico de influencias”, prevaricato.",1
"Al igual que Apple, Microsoft trabaja en el desarrollo de herramientas sociales de recomendación de música. El nuevo software de Zune permitirá a los usuarios recibir recomendaciones de nuevas canciones que se ajusten a sus gustos. El sistema evaluará las preferencias del usuario según los títulos almacenados en su propia biblioteca y su perfil en la red social musical de la compañía. Zune ha intentado capitalizar la tendencia social de la música desde su nacimiento mediante el uso de una conexión inalámbrica para prestar canciones a los “amigos con derechos” de reproducción limitados.",0
"Los Arquette buscan ahora al hijo que consolide la unión, algo que Lisa Kudrow, casada desde 1995, ya consiguió al “dar a luz” a Julian (ahora de 3 años), un habitué en las grabaciones de ""Friends"". Ella y su marido cultivan una vida muy alejada del glamour de Hollywood. ",1
