text,label
"Ipọnju ati irora, lori olukuluku ọkàn enia ti nhuwa ibi, ti Ju ṣaju, ati ti Hellene pẹlu; 10 Ṣugbọn ogo, ati ọlá, ati alafia, fun olukuluku ẹni ti nhuwa rere, fun Ju ṣaju, ati fun Hellene pẹlu: 11 Nitori ojuṣaju enia kò si lọdọ Ọlọrun. 12 Nitori iye awọn ti o ṣẹ̀ li ailofin, nwọn ó si ṣegbé lailofin: ati iye awọn ti o ṣẹ̀ labẹ ofin, awọn li a o fi ofin dalẹjọ; 13 Nitori kì iṣe awọn olugbọ ofin li alare lọdọ Ọlọrun, ṣugbọn awọn oluṣe ofin li a o dalare. 14 Nitori nigbati awọn Keferi, ti kò li ofin, ba ṣe ohun ti o wà ninu ofin nipa ẹda, awọn wọnyi ti kò li ofin, jẹ ofin fun ara wọn: 15 Awọn ẹniti o fihan pe, a kọwe iṣẹ ofin si wọn li ọkàn, ti ọkàn wọn si njẹ wọn lẹri, ti iro wọn larin ara wọn si nfi wọn sùn tabi ti o ngbè wọn, 16 Li ọjọ na nigbati Ọlọrun yio ti ipa Jesu Kristi ṣe idajọ",1
"Iya ọkunrin ẹni ọdun mejidinlogoji naa, sọ fun awọn akọroyin pe ọmọ oun fẹran lati ma a ki nkan ọmọkunrin rẹ si inu iho kekeeke.",1
"Arakunrin mi ra foonu ti o ti lo lai mọ pe foonu ti o ji ni, wọn mu u o fi ẹsun kan kootu, Ọgbẹni Olawale Olagoke farahan bi agbẹjọro eyiti o jẹ ki n bẹwẹ mi lati ṣoju arakunrin mi lai mọ pe olè ni, iro ati eniyan arekereke.",0
"Bori pe'nle a di re o eh Irin ajo omo adamo,",0
"O tẹsiwaju pe baba oloogbe, Jimoh Agala lo fi to ẹka ileeṣẹ ọlọpaa ni Durbar leti ni dede ago kan abọ lọjọru.",1
Asiri to tu a ti ti owun ediye fin se ìgbọ̀nsẹ̀.,1
Ilé ìtura Premier Hotel da àwọn òṣìṣẹ́ sílẹ̀ bó ṣe kógbá wọlé báyìí,0
"Ọmọwe kan ni fasiti Queensland, Brendan Zietsch, sọ fun iwe iroyin The Conversation pe iwadii laarin ẹẹdẹgbẹta tọkọ-taya fihan pe ibalopọ ma n waye laarin iṣẹju aaya mẹtalelọgbọn si iṣẹju mẹrinlelogoji.",1
 Sòbòrò la bí ìgbín kò fi abe kan ara. ,0
a mu aso ti obirin naa fi se alejo yii,1
"Haa,o ma se,iku mu eni re lo,Woli Oluwatobiloba Adejoke Ewatomi Ajibulu ti re wale asa,ma sun ko si ma sinmi laya olugbala,Afe o sugbon Kristi fe o juwa lo.",1
Àgbà ọ̀jẹ̀ òṣèré Kayode Odumosu tí a mọ̀ sí Pa Kasumu ti tẹ́rí gba'sọ.,1
"Arabinrin naa ni lẹyin ti ẹni akọkọ ati ẹni kejì wọlé, tí o si kan oun ni Babalawo fẹ fi tipatipa ba sun.",1
"Gomina yii ti waa sọ pe ijọba Eko ko ni i fọwọ yẹpẹrẹ mu ẹnikẹni ti ọwọ ba tẹ lati asiko yii lọ, ati pe ki i ṣe awọn ọlọkada nikan o,  gbogbo eeyan to ba ti lọwọ si biba dukia ijọba jẹ ni yoo rugi oyin tọwọ ba tẹ iru wọn.",1
"Chikamnayo sọ pe ijọba ipinlẹ Abia ti gbọ irufẹ iṣẹlẹ bẹẹ nile itura ọhun, paapaa lagbegbe ibi ti 'swimming pool' ile itura naa wa.",0
Baba wa sin wa ni gbere ipako ni ….,1
Ìtura ojó oorun (Sleep-Gasm),1
IRAWO ati igbeyawo kinni ONA ABAYO,0
"Òótọ́ kan ni pé: Téèyàn bá fi ohun tó ń mọ́kàn ẹni fà sí ìṣekúṣe ránṣẹ́ sí ẹlòmíì, àwọn méjèèjì ló máa ń ṣàkóbá fún, ẹ̀tẹ́ ló sì máa ń gbẹ̀yìn ẹ̀. Ọ̀dọ́bìnrin kan tí ọ̀rẹ́kùnrin ẹ̀ fi dandan mú un pé kó fi fọ́tò ìhòòhò ara ẹ̀ ránṣẹ́ sóun sọ pé: “Ohun tó ṣẹlẹ̀ dójú tì mí gan-an, inú mi ò sì dùn síra mi rárá.”",1
"Wọn ba ọbẹ iṣẹ abẹ naa ninu ikun arabinrin ọhun, nibi to fara pamọ si laarin ilé ọmọ obìnrin naa ati ifun rẹ",1
Babaláwo kan jẹ́ Ọlọ́run nípè nílé ìtura lẹ́yìn ìbálòpọ̀ pẹ̀lú ìyàwó PÁSÍTỌ̀ ní ìpínlè Èkìtì.,1
OBO sofunmi igbawo ni won tin do ee....,1
" 1 RANTI, Oluwa, ohun ti o de sori wa; rò ki o si wò ẹ̀gan wa! 2 A fi ogún wa le awọn alejo lọwọ, ile wa fun awọn ajeji. 3 Awa jẹ alaini obi, baba kò si, awọn iyá wa dabi opó. 4 Awa ti fi owo mu omi wa; a nta igi wa fun wa. 5 Awọn ti nlepa wa sunmọ ọrùn wa: ãrẹ̀ mu wa, awa kò si ni isimi. 6 Awa ti fi ọwọ wa fun awọn ara Egipti, ati fun ara Assiria, lati fi onjẹ tẹ́ wa lọrùn. 7 Awọn baba wa ti ṣẹ̀, nwọn kò si sí; awa si nrù aiṣedede wọn",0
 Ose funfun niyawo mi fi maa n fo abe ko too je ki n ba oun lo poLuku ,1
"Nigba to n sọrọ, o ni, “Afurasi ọhun ti wọn fi panpẹ ofin gbe ni nnkan bii aago mọkanla aarọ ọjọ Iṣẹgun, Tusidee, ọjọ keji, oṣu Kẹjọ, ọdun yii, lo gun ọkunrin alamoojuto ibudo lọtiri kan lẹẹmeji nibi ọrun rẹ nitori ede-aiyede to waye laarin wọn latari gbese. “Wọn gbiyanju lati du ẹmi arakunrin naa pẹlu bi wọn ṣe gbe e digbadigba lọ sileewosan ijọba ilu Badagry, ṣugbọn to pada gbẹmii mi”. O fi kun un pe, Kọmiṣanna ọlọpaa nipinlẹ Eko, Abiọdun Alabi, ti paṣẹ pe ki wọn taari ẹjọ naa lọ si ẹka to n ri si iwadii iwa ọdaran, CID, to wa ni Panti, nipinlẹ naa, fun iwadii to peye.",0
"Iwadii ni awọn egungun to wa ni agbegbe oju ara naa ma n na daradara ti obinrin ba gbadun ibalopọ daadaa, nitori naa ko ni mọ inira lasiko nkan oṣu.Agba n tara ma n ṣakoba fun oju abẹ obinrin.",1
Fi Ika ro obo abi Lila obo,1
A le pe nnkan okunrin ni abere,1
Iléejọ́ dájọ́ ikú fún obìnrin méjì lórí ẹ̀sùn pípolongo ìbálòpọ̀ abo sí abo,1
"Atẹjade naa ni ile oloogbe to wa ojule Kẹrindinlgbọn, opopona Oluwatimiro, ibudokọ Ewu-Elepe, ni opopona Ijede nilu Ikorodu, ni wọn yoo ti sin Baba Suwe.",1
"Gẹgẹ bi obinrin, ti o ba ri i pe oju ara rẹ n run kọja bi o ṣe yẹ, abi omi abẹ yi pada si awọ ti ko ba ti tẹlẹ mu, o ṣeeṣe ko o ti ni kokoro oju ara tabi aisan miran.",1
Awari tuntun yii tayọ ọ̀kan to waye lọdun 2006 to ṣafihan iho iyọ Cave of the Three Nudes to wa ni Erekusu Qeshm lorilẹede Iran.,0
"Iya Ibeji jewo foko e pe oun ko lo lomo toun bi, lo ba daku",0
Ako ma laja mi,0
"“Olúkúlùkù ẹni tí ń bá a nìṣó ní wíwo obìnrin kan láti ní ìfẹ́ onígbòónára sí i, ti ṣe panṣágà pẹ̀lú rẹ̀ ná nínú ọkàn-àyà rẹ̀.” (Mátíù 5:28) Wíwo àwọn àwòrán ìṣekúṣe lè mú kéèyàn máa ro èròkerò tó lè sún un ṣe àwọn ohun tí kò tọ́.",1
"Ponran 🥒Mi Ma Ti Naro Bayi, Kinni Ki Nse?🤷",0
" 26 Joabu si ba Rabba ti awọn ọmọ Ammoni jagun, o si gbà ilu ọba wọn. 27 Joabu si ran awọn iranṣẹ si Dafidi, o si wipe, emi ti ba Rabba jà, emi si ti gbà ilu olomi wọnni. 28 Njẹ nitorina kó awọn enia iyokù jọ, ki o si do ti ilu na, ki o si gbà a, ki emi ki o má ba gbà ilu na, ki a ma ba pè e li orukọ mi. 29 Dafidi si kó gbogbo enia na jọ, o si lọ si Rabba, o si ba a jà, o si gbà a. 30 On si gba adé ọba wọn kuro li ori rẹ̀, wuwo rẹ̀ si jẹ talenti wura kan, o si ni okuta oniyebiye lara rẹ̀: a si fi i de Dafidi li ori. ",0
Iye owo ti Itọju Aarun igbaya ni ayika agbaye,1
"Adugbo Ifẹsowapọ, lagbegbe Tankẹ, niluu Ilọrin, kan gogo l’Ọjọruu, Wẹsidee, ọsẹ yii, nitori bi ijamba ina ṣe gbẹmi iya atawọn ọmọ rẹ mẹrin.",1
Emefiele ru igi oyin 😆 😆 😆,1
" Ilé-Ìyálóde: Obìnrin ni o te idile yi do , O gbé fáàrí O sit un je akikanju obinrin láàrin ìlú. ",0
" Bi mo se fi bi sile, ti mo ni kin jade lo we, ni mo ri sisi olomi loyan, ni se lon be mi, Ha!, what is left next to do , ni o jade ni enu mi, ani mi o le fi ara gbaa moo, iwo fun mi ni omi omu ti o ti kan mu, owan wa bami ni oni ojo mondi, youuu mustt be madd ni mo pariwo si lori!. ",0
"Tata ni ounjẹ awọn ara Uganda, eleyii ti wọn ti yii lata. Wọn a ma jẹ ẹ pẹlu ọti waini.",0
Oba ti bule je o. Won ti losorun,1
Oya dahun ibere mi Iwo obinrin kin lo Tobi larare ninun mejeji Yi Idi Oyan,0
" Eugene Luther Gore Vidal ( tabi ; ojoibi October 3, 1925) je ara Amerika ti se oludako, olukowe ere , alaroko, oluko ere filmu ati alakitiyan oloselu. ",0
obinrin ti ko ri alejo re mo ,1
"Pupọ ti awọn aarun igbaya ni a rii ninu awọn obinrin ti o ju ọjọ -ori 50 lọ, botilẹjẹpe o ṣee ṣe ni gbogbo ọjọ -ori. Awọn obinrin ti o ni itan idile ti alakan igbaya ni o ṣeeṣe ki o pade rẹ, lakoko ti awọn ifosiwewe miiran bii ounjẹ ti ko dara ati ifihan si itankalẹ tun le mu awọn aye pọ si.",1
Báwo ni kòkòrò àrùn kòrónà ṣe ń tàn ká?,0
"Àwọn alaṣẹ sọ pe agbegbe Lee, nibi ti iji lile naa balẹ si lọjọ kejidinlọgbọn, oṣu Kẹ̀sán-an, ti ni akọsilẹ eeyan mọkandilọgbọn ti kokoro aifojuri 'bacteria' ọhun ti ran.",0
Eyin iya mi e wa gbamila,1
"Ṣugbọn ọwọ tẹ ọkan ninu wọn, Saidi Adewale, awọn ọlọpaa si gbe oun ati ọkada ti wọn gun, o di teṣan wọn. Agọ ọlọpaa ni Saidi ti jẹwọ pe oun ko ni ibi pato kan toun n gbe, ibi ti ilẹ ba ṣu oun si loun n sun ni toun, nigba to tiẹ jẹ pe oru niṣẹ tawọn n ṣe maa n bọ si. Nigba ti wọn si beere iṣẹ ti jagunlabi n ṣe, o ni gbewiri lawọn, ole lawọn n ja, irinṣẹ toun si ni ibọn ti wọn ba lapo oun yii. Ibi to sọrọ de niyi ti wọn fi lọọ fa a kalẹ fawọn agbofinro ni Panti.",1
" Bi o tile jẹpe idi lo yẹ ki awọn obinrin fi so, awọn ẹlomiran ma n so lati oju ara.",0
Ilẹ̀ ọbalúayé ni an pe awon agbegbe kakiri aye ti won n je jijoba lelori tabi mimojuto latowo oba kan tabi ijobaenidie.,0
Ihò ojú ara obìnrin àti ihò orí nnkan ọkùnrin pẹ̀lú ihò ta fi ń yà ìgbẹ ni kò ní òróró tó le mú kó máa dán tàbí yọ.,1
Baba Suwe: Aya àkọ́fẹ́ olóògbé ṣàlàyé bí àkókó ìkẹyìn ọkọ́ rẹ̀ ṣe rí,1
"Ọdun Keresi to yẹ ko jẹ asiko idunnu ati ayọ fawọn eeyan agbegbe Obogoro, nijọba ibilẹ Yenagoan nipinlẹ Bayelsan ti yipada di ọjọ ibanujẹ, ẹkun ati oṣe bayii pẹlu bi ọkan ninu awọn ọdọ agbegbe naa, to tun ti figba kan jẹ oye olori awọn ọdọ adugbo naa ri, Ọgbẹni Sobokime Igodo, ṣe dagbere faye lẹyin ti maaluu ti wọn ra fun ọdun Keresi kan an pa.",1
Aarẹ rinrin ajo naa lati lọ gba itọju fun agọ ara rẹ.,0
"Won ti kirun si famous Legacy Onitemi Aremu lara,O YES ti rewale asa. Wale Alabi so wa ye koribee?",1
"Tani enina todaomon tikobase olorun, towani kosolorun, olorun tomon atiwaye re ohun naa ni omon ati pada re, ode oponu afofun gbemu, eniya",1
"Ìdí sì rèé ta ṣe máa ń naani àwọn ẹ̀yà àti ojú ara wa, kí wọ́n le wà ní mímọ toni toni.",1
"Isẹ orin kikọ gbe Ayinla Ọmọwura pupọ, ka si to sẹju pẹ, o ti se awo orin to to mejilelogun ko to papo da, ti okiki rẹ si gba gbogbo ilẹ Yoruba kan nigba aye rẹ, boya nitori ede Ẹgba to fi n kọ orin Apala tiẹ ni, ko sẹni to ye",1
"Ibadan mesi ògò, alo kí olóhun ó kígbe. Amúni ñje amúni, afinihàn ñjé afinihàn, èwo ni káàróò o ará Ibadan lojude Sódeké?",1
Irin Ajo Sorun Ko Rorun,0
"Eniyan kan sa n tura nibi ta wa, ko de da. O ye ki eni naa bo sita lo so",1
Ti ara e baya; mo fe je obo e.,1
" LOOOTO ni Haruna Isola ti jade laye , sugbon baba naa ko ku, nitori pe o soogun iku, ki loogun iku ti Baba Gani Agba se, ohun naa ni pe baba o ku, kawon omo wa laye ki won maa gbe aye se ohun rere.... ",1
Igba ti onikaluku yoo dagbere fun aye ti wa ni akosile. ,1
" Iye odun teeyan n lo nipo Gege bawon ti won ti je saaju mi, ko soro pe won gbodo wa nibe fun iye odun kan, titi teeyan yen yoo fi jade laye ni, afi bi onitohun ba siwahu nikan lo le mu kawon eeyan kowe ehonu nipa e sawon to ye ki won gbo si i. Nidii eyi, eni to wa lori akaba, ko ranti pe oun nikan ko loun ni in, gbogbo eeyan ni. ",1
Awọn orin Titun-irin-ajo ti Ọrun ti O dara julọ,0
"Wonni Obinrin Ti Won Ko La 👅 Obo👌E Ri,Lo Ma Nso Pe Iranu Ni, Eyin Obinrin Kiñi E Le Fi Adun Obo👌Lila👅We?🤷",1
"Ọya wọlẹ̀ nílé Irá. Ṣàngó wọlẹ̀ ni Kòso. Ọba Adéfowópè tilẹ̀ Ògèrè tẹ́rígbaṣọ, Ó rèwàlẹ̀ àsà.",1
" Àwọn ẹranko Aléegunẹ́yìn (Vertebrata"") ni won wa ninu abe iruara Àwọn Aléegunẹ́yìn""'' ti chordates ti won ni eguneyin ati egun-opo iyira. ",0
Isele biba ara wa ni ajosepo yii bere logan ti oko mi lo irin ajo kan lati ibi ise re. ,1
"Ohun ta a gbọ nipa iṣẹlẹ ọhun ni pe ni kete ti iya ẹni ọdun mejilelaaadọta naa ti dagbere faye lawọn ẹbi rẹ ti ko ara wọn jọ, ti wọn si ṣeto isinku rẹ lai fura rara pe iku to ku ki i ṣe atọrun wa. Lẹyin ọsẹ meji ti wọn ti sinku rẹ ni ọmọ rẹ, iyẹn Tọpẹ, ṣẹṣẹ sare lọọ ba awọn eeyan kan ti wọn jẹ mọlẹbi rẹ, to si jẹwọ fun wọn pe iku iya naa ko sẹyin oun.",1
Asiri baba to n ba iyawo ọmọ ẹ laṣepọ tu ni Ṣaki lo ba sa lọ,0
Bí ó bá ṣe obìnrin ló fi agídí mú ọ̀kùnrin bá a lò pọ̀ ńkọ́?,1
Orisirisi ni ẹya oju abẹ obinrin,1
Baba mi je eyan pataki lawujo,0
"Ko ya kuro nibi bayi, ti ba gba e mu, seni mo ma na e, olorire omo",1
Mo gbo pe okunrin to wa lori ibusun aisan ti jade laye,1
" Lose to koja la gbo pe okunrin ti won pe oruko e ni Yekinni Ayodele, ti won lo wa lati Ibadan bere si i pe ara re ni baale pelu itan pe awon baba nla oun lo te ilu Bakatari do , eyi lo mu kawon omo ilu naa yari mo on lowo, ti won si ni oye naa ko to si i. ",0
Bakan naa lo nii ṣe pẹlu ọjọ ori rẹ. Awọn ọdọmọbinrin ti ko ba tii bẹrẹ nnkan oṣu to fi ni jẹjẹrẹ ni okun lati gba awọn itọju jẹjẹrẹ kan ju awọn obinrin to ti dagba lọ.,1
"Baba ti rele, won ti rin irin ajo",1
Won ti gbe oku iya yii lo si ibi igbe oku pamo si ni kete ti o gbe emi mi .,1
ti ba gba e mu olori nla,1
Ajọ Iṣọkan Agbaye (WHO) ti sọ di mimọ pe awọn kan wa ti wọn ko lee da ara wọn duro lai ni ibalopọ (Compulsive Sexual Behaviour Disorder).,1
Ma gbe iranu yen sunmo mi,0
Ibalopo Okunrin si Okunrin yii je nkan to lewu pupo gege bi “se” Gbogbo iwe ijoba ati adani gbodo ko awon akeko won lati lodi si iwa yi. ,1
Bàbá àgbàlagbà sun nínú olúwa,1
Mo fe do obinrin kan pa lale yi,1
Baba mi je dokita ile iwosan ti o wa ni ilu Iperu,0
Iyawo Kehinde ti di alabara meji,1
"Mo gboṣuba fun yin, mo si ranti awọn akọni to padanu ẹmi wọn loju ija yii, mo ba awọn mọlẹbi wọn kẹdun gidi, mo si ṣadura fun ẹmi awọn to ti lọ, mo fẹẹ fi da yin loju pe iṣakoso mi ko ni i kẹrẹ lati fun gbogbo awọn mọlẹbi awọn oloogbe wọnyi ni itọju ati atilẹyin to yẹ, ki awọn aya wọn to di opo ati awọn ọmọ wọn to di ọmọ orukan le mọ pe orileede yii mọyi ẹmi ẹni wọn to ku.",1
"Aarun ko gbo oogun kii se arun ti eniyan le ko nipa, bi ba owo tabi wi wo aso kan naa",1
Iriri ifipabanilopọ naa si lo le mu ki ara obinrin ma balẹ mọ lati fa nnkan ọkunrin mọra fun ibalopọ tabi ki oju ara rẹ ma si silẹ lasiko ibalopọ.,1
"Às͎á ń ké͎rè͎gbè͎, ké͎rè͎gbè͎,
Bí àgbébò͎ o͎mo͎ adìe͎ l’ákítàn
Nítorí òsíò o͎mo͎ adìe͎
Ó di f̀-rì-rì-gbàjà!
Ó di f̀-rì-rì-s͎à kà!
Ó di, sío! Sío! Sío!
‘Un lo͎mo͎ adìe͎ í pè’yá rè͎
Ìyá ò! Ìyá ò! Bàbá o",1
A pa ejo yen nijeta,0
"ba mi ro efo fun mi je, ebi pa mi",0
"Aarun igbaya jẹ iru aarun ti o wọpọ julọ laarin awọn obinrin ati nigbagbogbo waye ni awọn obinrin ti o ju ọjọ -ori 50 lọ, sibẹsibẹ o tun le waye ni awọn alaisan ọdọ. Lakoko ti o jẹ toje, awọn ọkunrin tun le gba akàn igbaya.",1
Awon aworan ati fidio ti o jade fi awon alarun-opolo na ti won n fo iganna ile-iwosan na be si igboro ti awon kan si n gba ibe be si oju popona ni Nairobi.,1
Eyin la ile erin wo Atanpako o si mo owo di ilagba Kabiesi oba Adeyemi Atanda olayiwola Alaafin oyo keeta re iwale asa Kabiesi sure o,1
"Bi o se je wi pe ile orin ni ID Cabasa n sun tosan-toru nibi to ti n yi gbogbo e po ko le jo ara won, nibayii won ti fi ifiamiororo yan omokunrin naa gege bi alufa ni ile ijosin Global Impact to wa ni Babs Animashaun ni Surulere.",0
"Iyalọja ipinlẹ Kwara, Alaaja Adenikẹ Abdulkareem Lambẹ, ti sọ pe o ti deewọ bayii fun gbogbo awọn iya Onisango, Ọlọbatala ati awọn Iya Ibeji ki wọn maa tọrọ owo lawọn inu ọja gbogbo nipinlẹ naa.",0
Àwọn obìnrin tó n fi ọṣẹ tó ní kẹ́míkà sí irun wà nínú ewu jẹjẹrẹ ilé ọmọ',1
Olóògbé Taiwo Ogunjobi gbá bọ́ọ̀lù fún Nàìjírìa nígbà ayé rẹ̀,1
"Awọn oloyinbo ti ni fifọ abẹ iyẹn ''douching'' ma n ṣe akoba fun oju abẹ obinrin ni, ko ni nkan rere kan lati ṣe fun obinrin, aisan lo n fa.",1
Awo ti mo sese ra ma ti fo,0
