text,label
Kinni nba fi san ore re T'o po bi iyanrin eti okun?  Ona ope mi po o Baba Emi yo yin o titi aye,0
"O se pataki pupo ki a fun arawa l’aaye lati dawa nibi to dake roro, ki a le ni anfani ati ronu jinle daadaa, ati ki le fokan bale bo se ye.",0
"“Mo se isẹ abẹ amọ ko sisẹ fun mi . Isẹ abẹ le wo oju ara amọ ko le wo ọkan, tori aisan naa ni nnkan se pẹlu ipo ti ọkan obinrin wa.",1
"Arakurin Ahmadu Tito, Akowe agba fun ijoba so wipe: Awon Musulumi n ko ipa topo ninu Ilu beeni ajosepo won pelu ijoba Togo mu ina doko. ",0
To ba need okurin to ma ma do Kara kara soro soke ma ti ju ,1
Tí ó kó bá sùn ni àárín aago yìí... Ò ń ṣe àkóbá fún ìlera ọkàn rẹ,0
Se lo ma n sise ale o. Ko ni se gidi lowo,1
Agbo Jedi opa eyin ati amu arale fun okunrin ,1
" Jean-Baptiste Poquelin, to gbajumo bi oruko ori itage re Molière, (; baptised January 15, 1622 – February 17, 1673) je osere ati ako ere ara Fransi to je gbigba bi ikan ninu awon elere alawada ninla julo ninu isemookomooka. ",0
"Pẹlu ẹrọ ayẹwo, obinrin lo n jẹ irora nnkan osu obinrin",1
"Ọgbẹni Quazim Abubakar, ẹni ọdun mẹrinlelọgbọn, to loun n ṣiṣẹ awakọ tanka epo lo sọrọ nipa iṣẹlẹ yii f’ALAROYE, o ni oun lọrọ naa ṣẹlẹ si, iyawo oun ni baba to bi oun lọọ n ba laṣepọ, Ọlọrun si ti fi awọn mejeeji foun mu.",0
"Pẹlu iṣẹ abẹ si ni awọn dokita fi ge agadagodo naa kuro lara nkan ọmọkunrin rẹ, ti ipalara to ti mu ba a si lagbara ju nkan ti awọn dokita lero lọ.",1
"Iwadi tun fihan pe ko si apa pe ẹnikeni ja wọ yara oloogbe, tí wọn ko si ji nkankan mu ninu ile ọhun.",1
"Won ba mu irin ajo won gbon,",0
"Ti eyikeyi ninu awọn ami ibẹrẹ wọnyi ba ti ri, lẹhinna a ayewo aarun igbaya yẹ ki o wa ni yarayara bi o ti ṣee.",1
"Okunrin to ba ko gbogbo dukiya le obinrin lowo, oun lo ile niyen o",1
"Aje kan ko le gboju titi, ko yo ido idi e je",1
Ajọ Iṣọkan Agbaye (WHO) ti sọ di mimọ pe awọn kan wa ti wọn ko lee da ara wọn duro lai ni ibalopọ (Compulsive Sexual Behaviour Disorder).,1
Itoju Aarun igbaya ni odi,1
Olori o̩ ba ti gbé e̩bo̩ ko̩ja orita,1
"Airi aiye ri obo do, ira gan gbe oko n'origho mi wa",1
 Ìwàìbàjẹ́ olóṣèlú tabi ìwàìbàjẹ́ lasan ni lilo agbara sisofin àwon onise ijoba fun ere adani lona to lodi sofin. ,0
ta lo mo e?,0
"Kẹta akoko fertilize awọn nkan ti o wa ni erupe ile ojutu, ati awọn iwọn lilo ti irawọ owurọ-potasiomu ajile le ti wa ni pọ si ati ki o kan si meji idaji igba.",0
Sẹnẹtọ Naijiri kan ti jade l'aye,1
"Adejọbi ni ileeṣẹ ọlọpaa pẹlu ajọṣepọ awọn oṣiṣẹ ajafẹtọọ ọmọde kan ti gbe ọmọ naa lọ si ibudo ti wọn ti n tọju awọn ọmọ orukan atawọn alailobii, Juvenile and Women Centre, to wa ni Alakara. Kọmiṣanna ọlọpa Eko, Hakeem Odumosu, ni ijọba yoo bojuto ọmọ naa, wọn si maa pese itọju to yẹ fun un.",1
Eyin okunrin ti e n la obo obinrin,1
 Iya Rainbow bá BBC Yorùbá sọ̀rọ̀ lórí ọ̀rọ̀ baba Ijesha àti omi agbo tíátà Yorùbá tí kò tòrò.Àbọ̀ rèé,0
"Kuro fun mi, oloju ede",1
"Arakunrin toju aya re,tobaje eyokan ni tojure dada,tobaje meji,meta,tabi merin niwan masefi ikan kekan,nitori wipe olewu pupo fun o,tobadi ojo ale,Eni aponle Eni iyi,Eni eye,ni awan obinrin wa,sugbon okunrin tobamo iyi wura wan,niwan ta fun",0
"Ekasan gbogbo ile, molayo latiso fun ile pe, eniti obani nilo agbo Jedi, agunmu ale, nkan OSU tiko wa Dede abi tio duro, agbo infection tabi arun ibalopo, tabi obi obirin tio ni idaduro, kio kan simi pelu ase Olohun yio di ohun igbagbe. Aya wa onidi aya alaya oo Amin. ",1
se ni omo yen n la sugar la tori tabili,0
"Lákòótán, ó yẹ ká tẹ mọ ara wa leti pé ojú ara obìnrin máa ń fọ ara rẹ fúnra rẹ, omi nìkan ló sì nílò, kii ṣe ọ̀sẹ̀.",1
 Omojola jade laye leyin to kopa ninu eto ipade apero l''Akure ,1
"Oro Alaaji, mo fi senu mo dake.",0
Ogun to ma wo aisan ọbalúayé wa ,1
Awon Ere Yin Lo Le Ba Obinrin Se Lori Papa Ti Ara Re Fi Ma Dide....,1
Omo odun melo ni won nigbati nwon se alaisi?,1
Awọn ọja ti wa ninu sọọbu itaja Iya Ibeji,0
Ààrẹ Muhamadu Buhari ti rìnrìn àjò lọ sí Daura ní ọjọ́ kọkànla ọsu kejila ọdun 2020. Lásìkò yìí ni àwọn jànduku yabo ilé Ẹ̀kọ́ GSSS Kankara ti wọ́n sì jí akẹ́kọ̀ọ́ ọkunrin ọ̀ọ́dúnrún gbé ti wọn si túwọn sì padà lẹ́yìn ọjọ́ mẹ́fà nínú igbó kan ní ìpínlẹ̀ Zamfara,0
" 8 Ọ̀rọ Oluwa si tọ̀ Sekariah wá, wipe, 9 Bayi li Oluwa awọn ọmọ-ogun sọ wipe, Dá idajọ otitọ, ki ẹ si ṣe ãnu ati iyọ́nu olukuluku si arakunrin rẹ̀. 10 Má si ṣe ni opó lara, tabi alainibaba, alejo , tabi talakà; ki ẹnikẹni ninu nyin ki o máṣe gbèro ibi li ọkàn si arakunrin rẹ̀. 11 Ṣugbọn nwọn kọ̀ lati gbọ́, nwọn si gùn ejika, nwọn si di eti wọn, ki nwọn ki o má bà gbọ́. 12 Ani nwọn ṣe aiya wọn bi okuta adamanti, ki nwọn ki o má ba gbọ́ ofin, ati ọ̀rọ ti Ọluwa awọn ọmọ-ogun ti fi ẹmi rẹ̀ rán nipa ọwọ awọn woli iṣãju wá: ibinu nla si de lati ọdọ Ọluwa awọn ọmọ-ogun wá. 13",0
"Nibayii na, awọn ẹbi oloogbe ti fi ikede sita lori bi eto isinku Baba Suwe yoo se lọ ni Ọjọbọ, ọjọ Kẹẹdọgbọn osu Kọkanla ọdun 2021.",1
"Bẹẹ ni ọrọ ri fun obinrin kan to n fi isẹ alaga iduro ati ijokoo sisẹ se ni Amẹrika, Bukola Alphonso-Olanrewaju, ti oju rẹ ti ri ọpọ ipenija nidi isẹ naa loke okun.",0
"Esu kan to miliọnu kokoro, ti o si ba awọn ere oko jẹ fun awọn agbẹ.",0
Ìjọba ti ibùdó epo bẹntiróòlù méje pa fẹ́sùn wí pé wọ́n ń ta epo ju iye tí ìjọba fọwọ́ sí lọ,0
"Usman Baba sọ pe ọdun to ni apẹrẹ ni ọdun 2022 yoo jẹ nitori ọdun naa ni yoo ṣaaju ọdun 2023 ti eto idibi Aarẹ yoo waye. Ẹwẹ, iroyin ni ẹni to ni ile eru naa ti kọkọ sọ ṣaaju pe ẹrọ tẹlifiṣọn agbelewo lo wa ninu rẹ ki akara to tu sepo.",1
Lára àwọn àgbègbè ojú ara tó léwu láti máa fi ọ̀sẹ̀ fọ ni ihò tó wà láàárín awẹ ojú ara obìnrin méjèèjì (Vagina Opening).,1
E je ki ama je ise ara wa,1
"Ojú ìwòye Pythagoras, gbajúmọ̀ onímọ̀ ìṣirò, ọmọ ilẹ̀ Gíríìsì ti ọ̀rúndún kẹfà ṣááju Sànmánì Tiwa, ni pé ọkàn jẹ́ aláìleèkú, ó sì máa ń papò dà.",0
O fikun pe kò sí àyípadà kankan tó lè wáyé lórí rẹ̀ mọ́ àyàfi tí ọ̀kan nínú àwọn olùdíje náà bá ṣe aláìsí.,1
Igo ororo yen ti fo nigba ti tabili yen subu,0
ACF Gbóríyìn Fún Olúbádàn Tí Ó Papò Dà,1
Nwon dagba ninu afowora won mi owo ilu lenu (won n ji million naira).,1
"Ọmọ Alé Yorùbá, Oponu, dindinrin, afọfun gbemú, amukunmẹ́kọ, dadandindin",1
Ki iyatọ de ba nkan oṣu obinrin ko lee si lori iwe ti wọn kọ awọn nkan wọnyi si.,1
Eyi le waye lasiko ti obinrin ba n ni ibalopọ tabi ti wọn ba n fi ọwọ́ pá à lara.,1
" Njẹ Obadiah bẹ̀ru Oluwa gidigidi: 4 O si ṣe, nigbati Jesebeli ke awọn woli Oluwa kuro, ni Obadiah mu ọgọrun woli, o si fi wọn pamọ li aradọta ni iho okuta; o si fi àkara pẹlu omi bọ́ wọn. 5 Ahabu si wi fun Obadiah pe, Rin ilẹ lọ, si orisun omi gbogbo, ati si odò gbogbo: bọya awa le ri koriko lati gbà awọn ẹṣin ati awọn ibãka là, ki a má ba ṣòfo awọn ẹranko patapata. 6 Nwọn si pin ilẹ na lãrin ara wọn, lati là a ja: Ahabu gba ọ̀na kan lọ fun ara rẹ̀, Obadiah si gba ọ̀na miran lọ fun ara rẹ̀. 7 Nigbati Obadiah si wà li",0
"Oun s'owo kuduru. Se o ro pe o le na ni?""",1
Okorocha to jẹ oun lo tukọ ijọba ipinlẹ Imo lati ọdun 2011 titi di ọdun 2019 ni wọn fẹsun kan pe o ṣe afọwọra owo to jẹ ti ipinlẹ Imo to fẹrẹ to biliọnu mẹta Naira (2.9 billion) bẹẹ ni wọn tun fẹsun ilẹdi apo pọ ati ole jija kan an.,1
Omo yen tinrin ,0
"Lẹyin ọsẹ meji ta gbe fidio naa sita, ni Baba awọn ibeji yii kan si BBC Yoruba lati sọ alaye tiẹ lori awọn ẹsun ti Iya ibeji fi kan an.",0
Kiki ti gbe ayan mi,1
ounje ti iya wa se dun gan titi mo fi labo ,0
"Labẹ ofin Iran, iwa-ibalopọ laarin akọ si akọ ati abo si abo jẹ ẹṣẹ ọdaran, ti ijiya ti o tẹle si jẹ ijiya iku.",1
Bose ya iwe mi lo ni o,0
"Ati pelu iwo ko gbodo sunmo obinrin kan lati tu u ni ihoho, ni iwon igbati a ya a sapakan nitori aimo re(19)",1
Amọ iṣoro to rọmọ iṣẹ abẹ yii ni pe o le fa ki nkan ọmọkunrin ku patapata lai ṣiṣẹ mọ.,1
maa sun ninu Oluwa,1
"Lati dekun aise deede yii, ninu apileko kan ti Adeniyi ka jade, ti o da lori ""Eto Ibanisoro Ninu Ijoba: Ire ati Ibi ti o wa ninu re"" nibi Eti igbohun soke sodo agbaye elekeji iru re ti ile ise Timex Communications se ni Abuja ni ojo Satide ti o koja so pe ijoba ti gbabgo pe o ye ki ajosepo ma wa laarin awon osise ijoba ati awon oniroyin lati le mu ki isejoba kese jari. ",0
"IKÚ TI PAGBE BÍ ENI TÍ O LE DÁRÓ. IKÚ TI PÀLÙKÒ BI ENI TÍ O LE KOSÙN. IKÚ PA LÉKÈÉLÉKÈÉ BI ENI TÍ O LE KEFUN. IKÚ POMO OPÁDOTUN, IKÚ MÓJÌMÌ AKÉWÌ RÈWÀLÈ ÀSÀ. Ó DÒÓRÒ ÒGÁ MI ÀTÀTÀ. ",1
"Gẹgẹ b’ALAROYE ṣe gbọ, o to bii ọjọ meloo kan ti ojojo ti n ṣogun Ọba Salawudeen, lọjọ Kẹwaa, oṣu Keji, ọdun 2022 yii, niroyin ti kọkọ gba ilu kan pe ọba naa ti waja, ṣugbọn ti ọrọ ko pada ri bẹẹ mọ, ko too di pe iku pada ka a mọ ori apere, to si ṣe bẹẹ jẹ ipe awọn baba nla ẹ.",1
Gbenga Okunowo pariwo: Ijamba ina to sele si mi lojosi ti so mi di edun arinle,1
Ọkọ oloogbe ni igba ti wọn ji lowurọ ọjọ keresimesi ni oun gbe ẹbun fun iyawo oun ati awọn ọmọ to wa nile.,1
"Nigba ti gbogbo ilẹ Yoruba ṣi n ṣọfọ ipapoda Alaafin Ọyọ, Ọba Lamidi Adeyẹmi to waja, Onijẹru tilẹ Ijẹru, Ọba Elijah Ọlaniyi Popoọla, naa ti tun darapọ mọ awọn baba nla rẹ. Lọjọ Ẹti, Furaidee, ọjọ kẹfa, oṣu Karun-un, ọdun 2022 yii, lọba to lo ọdun marundinlaaadọrun-un (85) laye naa dara pọ mọ awọn baba nla ẹ lẹyin ọjọ bii meloo kan to ti wa lori ailera to ni i ṣe pẹlu ogbo. Ọdun mẹrinla lori ade naa lo nipo ọba, nitori lọdun 2008 lo gori itẹ.",1
Ìjọba gbé ilẹ ìtura tì pa lẹ́yìn tí àwọn oníbárà rẹ̀ bẹ̀rẹ̀ sí ń pòórá,0
Kinni pataki ibalopo larin okunrin si obinrin?,0
Awon Dokita na ko se daada bi won si fi ise sile ti won ko si fi enikeni so awon alare na ti won ko si fun won ni itoju to peye ki won to da ise sile.,1
"Iwadii fihan pe ọtọọtọ ni oju abẹ obinrin ma n run, eleyii to nii ṣe pẹlu ounjẹ ti wọn n jẹ, aṣọ ti wọn n wọ, ilera ara wọn ati omi abẹ to n jade ni ara wọn ti ko ba ni aisan afojuri bii bacteria.",1
Ogun jedi jedi wa fun itoju enikeni to ba n ni inira lati se ìgbọ̀nsẹ̀ tabi eni ti oju idi re n yo jade.,1
"ba mi ro efo fun mi je, ebi pa mi",0
Ojú ọmọ òrukàn ń rí tó!,1
Ààrẹ Muhammadu Buhari yóò rìn ìrìnàjo lọ́ sí Dubai lónìí.,0
Kinni Okunrin le lo ti yoo Maa fi pe Lori obinrin. Nitori awon Obinrin asiko Yi o like 5min man rara Mo o. Ejo kinni?,0
iranu niwon se lale ana,1
Kini eniyan lese fun obinrin ti ko feran oko daadaa ti kosi mo ere se ?,1
"Ninu fidio naa si ni o ti ṣe afihan awọn olutọju alaisan bii oninabi, to n ni ibalopọ lẹnu iṣẹ pẹlu awọn alaisan ti wọn n tọju.",1
“oju iya mi won,1
"Lori oro owo tuntun : ile ejo tun ti sun igbejo siwaju di on 22 ,,,,sugbon sibe , emefiele fi ake kori nio",1
Isẹlẹ ara ọtọ yii lo n fidi rẹ mulẹ pe awoͅn eniyan ti n ra ile oͅͅmoͅ bi eͅni ti n ra oͅkoͅ ayoͅkeͅleͅ ni orileͅede Columbia.,1
"Kayeefi to tun wa ninu iṣẹlẹ yii ni pe, ko ṣohunkohun to ṣe iya ti wọn n pe ni Iya-ajẹ ọhun bi ọrọ ina ọhun ti lágbára to, inu ile ajoku naa lo ṣi wa lati igba naa, ti ko kuro nibẹ. Korede ni nigba ti awọn beere lọwọ mama agba yii iru ẹṣẹ ti ọmọ bibi inu rẹ ṣẹ ẹ to fi dana sun oun atawọn ẹbi rẹ, o ni ohun to fi da awọn lohun ni pe wọn ki i foun lounjẹ gidi lati jẹ.",0
Adajo naa ti je obi idi niyi ti ko fi le se Idajo to peye,1
"Ajọ to n mojuto ajakalẹ arun lorilẹede Naijiria, NCDC ti kede pe eeyan mọkandinlogun lo ti di alaisi lori ajakalẹ arun iba Lassa to tun ṣẹṣẹ gbilẹ lawọn ipinlẹ kan lorilẹede Naijiria.",1
idi to fi sanra nipe o ma n ti owo e benu lorekore,1
Kini mo le lo ki arakunrin mi ba le tobi?,1
Akoni lo Agba osere onitiata lo Fadeyi Oloro rewale asa. 😓😓😓😓  Gbogbo egbe osere onitiata n sedaro re ooo #RIP #ActorandActress n sedaro re.,1
Amọ awọn obinrin kaakiri ti bẹrẹ si ni beere pe ṣe ki nkan oṣu maa wa ṣaaju ọjọ rẹ tabi ko maa da wii wii tabi ko maa dun eeyan lee jẹ ara nkan to le ṣe eeyan to ba gba abẹrẹ naa amọ ti wọn ko fi faraye gbọ.,1
" Omodebinrin ohun to wa nipele keji (KG 2) nileewe alakoobere Al-Alim Nursery and Primary School, n''Ilorin, ni aisan okan to n da a laamu ohun ti wo o lara bayii, to si nilo ise- abe ni kiakia lati pada sipo. ",0
Olorun ma fi iku to ya pami Je kin fi emi mi to awon omo mi Iya un je omo Orukan,1
"Lẹyin to lo ọdun marundinlogoji lori itẹ awọn baba nla rẹ, Olukoyi ti Ikoyi, nijọba ibilẹ Iṣọkan, nipinlẹ Ọṣun, Ọba Yisau Bamitalẹ Oyetunji Ọtunla, Kodaolu 1, ti waja. Alaroye gbọ pe baba yii jade laye lẹyin aisan ranpẹ. Ọdun 1987 ni baba naa gori itẹ. Ọjọbọ, Tọsidee, ọjọ kọkanlelogun, oṣu Kẹrin, ọdun yii, ni wọn yoo feeru fun eeru ninu aafin Olukoyi. Alaga ijọba ibilẹ agbegbe Guusu Iṣọkan, Ọmọọba Wasiu Oyetunji Oyelami, ṣapejuwe kabiesi naa gẹgẹ bii ẹni ti asiko rẹ mu idagbasoke ba ilu Ikoyi.",1
"Ní ọjọ́ ọgbọ̀n oṣù kẹta, Nàìjíríà fìdí ìṣẹ̀lẹ̀ tuntun ogún múlẹ̀: mẹ́tàlá ní Ìpínlẹ̀ Èkó, mẹ́rin ní Àbújá, méjì ní Ìpínlẹ̀ Kàdúná àti ẹyọkan ní Ìpínlẹ̀ Ọ̀yọ́. Ènìyàn márùn ún gba òmìnira ní ilé ìwòsàn nígbàtí ènìyàn kan jẹ́ aláìsí. Àwọn ènìyàn tí wọ́n fura sí pé wọ́n ní àrùn yi ti Nàìjíríà ṣi n tọpasẹ̀ wọn ló ti gòkè lọ sí 6000",1
"‘Eeyan lile ni iya ibeji, o maa n ja kiri inu ile ni’",0
"Odaro, awa ti n rele o",0
" Eto isinku ni won pe eto naa, bee lawon omo ti pejo lati se eye ikeyin fun baba won, Alagba Ibitoye Oyintogun Omotoso to jade laye , koda ko yo awon... ",1
Mo fe lo abo ati sibi e fi jeun,0
se o mo ni pe alabara meji lobinrin yen,1
Àkàrà ti mo gbe kana ti tú sépo,0
"Pe̩ lu bi won ti se be obinrin naa to, se lo fi àáke ko̩ ori ",1
"Ma dibo fun mi, mo mo pe o n paro",1
Ṣé ó yẹ kí obìnrin àti ọkùnrin máa fi ọ̀sẹ̀ fọ ojú ara?,1
"Mo gbo pe o ti loyun, ku orire o, Iya Ibeji",1
" Nigbati iyonu awon Oniru nidi npo ju, ni gbogbo awon olugbe Omu yi fi ibe sile, ti Ejemu Oje at Lomoko fi lo tedo si Esa Egunre ti a npe ni Esa-O do ni ojo eni. ",0
Ààrẹ Muhammadu tún ti rìnrìn àjò lọ sí Daura,0
"Nitori pe ọpọlọ eniyan ni agbára, o tumọ si pe awọn obinrin tun le ni itura ibalopọ l'oju oorun wọn.",1
"Baba Ibeji ni asiko yii ni mama oun wa bẹ awọn wo, nigba ti wọn si duro bii ọjọ meji si mẹta, wọn ko ri iya ibeji, to si de ni ọjọ keje to ti kuro nile.",0
"Nigba ti won bi baba aladugbo leere oro, baba ni oun ko tile mo boya Brown n ni ajosepo pelu olongbo re, oni oun gan-an gbo fun igba akoko ni. ",1
Bi idariji se n sise Idariji maa n wo ajosepo san. ,0
"Tẹ o ba gbagbe, ni bii ọṣẹ meji sẹyin ni ọwọ tẹ Serkin Fulani ipinlẹ Kwara, Usman Adamu atawọn miiran lasiko ti wọn fẹẹ gba owo itusilẹ arakunrin kan, Abubakar, ti wọn jigbe. Gbogbo awọn eeeyan ilu Ilọrin, ati gbogbo agbegbe rẹ ni wọn n dunnu latigba ti ọwọ ti tẹ wọn tori pe ko si ẹsun ijinigbe mọ, wọn si n rọ gomina ko ma tu awọn afurasi naa silẹ laijẹ pe wọn foju wina ofin.",0
 Won ka ori oku mejidinlogun mo Adelani lowo ni Ado-O do ,0
o ye ki ijoba seto fun awon omo orukan,1
Wa fi arakunrin re do mi,1
"Wọn ba ọbẹ iṣẹ abẹ naa ninu ikun arabinrin ọhun, nibi to fara pamọ si laarin ilé ọmọ obìnrin naa ati ifun rẹ",1
130 degree ni oju abẹ Vagina wa,1
"ALAROYE gbọ pe nibi ipolongo yii lo ti fura pe nnkan kan n ṣe oun lagọọ ara, ara ko rọ ọ mọ. N ni ọkunrin ọmọ bibi ilu Agọ-Arẹ yii ba fi ori pepele ti wọn ti n polongo ibo silẹ, o ni ki awọn eeyan naa fun oun laaye ki oun yẹju kuro nibẹ fun iṣẹju diẹ, oun n pada bọ. Ṣugbọn alọ rẹ ni wọn ri, wọn ko ri abọ rẹ. Nigba ti wọn yoo si fi gburoo rẹ, ọkunrin naa ti dagbere faye.",1
"Tori owo ti wọn bun un to fẹẹ fi ta awọn ọmọ orukan lọrẹ, ijọba Eko gboṣuba fun Davido",1
"Ko yọ Yinka Ayanda ti ọpọlọpọ mọ si ""Yinka TNT"" silẹ pẹlu bo ṣe tẹnu mọ ọ pe ""bi ẹ ṣe n pe oju ara yẹn o maa n bi mi ninu, ẹ wa orukọ mii to dun fun un"".",1
See awon alakori afofun gbemu janduku won yi.,1
Orisirisi ni ẹya oju abẹ obinrin,1
"1 BI gbolohùn-asọ̀ kan ba wà lãrin enia, ti nwọn si wá si ibi idajọ, ti nwọn si dajọ wọn; nigbana ni ki nwọn ki o fi are fun alare , ki nwọn ki o si fi ẹbi fun ẹlẹbi; 2 Yio si ṣe, bi ẹlẹbi na ba yẹ lati nà, ki onidajọ na ki o da a dọbalẹ, ki o si mu ki a nà a ni iye kan li oju on, gẹgẹ bi ìwabuburu rẹ̀. 3 Ogoji paṣan ni ki a nà a, kò gbọdọ lé: nitoripe bi o ba lé, ti o ba si fi paṣan pupọ̀ nà a jù wọnyi lọ, njẹ arakunrin rẹ yio di gigàn li oju rẹ. 4 Máṣe di akọ-",1
Awon Olugbe Abeokuta Pe Fun Idasile Awon Ile ìgbọ̀nsẹ̀ Igbalode,1
" A o ni kógo jà bí a bá kùnà láti ménubà Abdias do Nascimento ti òun náà ko ìwé lórí Afro-Latin America, isé ònkòwé yìí ni o gbegba orókè láàrin àwon ònkòwé Afro-Brazilian. ",0
mo beru awon iya yen tori ise ibi ti won ma n se,1
"O ni awijare awọn agbofinro naa ni pe dokita obinrin yii ko mura bii alakọwe, o si seese ko jẹ pe oninabi ni. ",1
Fi Ika ro obo abi Lila obo,1
O ye ki a pa maluu yen,0
"Ninu atẹjade kan ti agbẹnusọ ẹgbẹ oṣelu PDP nipinlẹ Oyo, Akeem Olatunji fi lede, o ni ile mọlẹbi oloogbe naa ni awọn aṣekupani naa ti gba ẹmi Hakeem Mudashiru.",1
mo ma fi ahôn mi lá abe e,1
"Nkan osu obinrin ,ton se segesege,dudu tabi airi oyun se,. E bami wa ewe koropo tabi odu aja, E gbo pelu omi to mo,ki e gbe si ita di ojo keji ,ki obinrin naa o mu ni idaji, Yoo bara mu ,fun ibeere whatsapp 08143672898",1
"Boda Kunle, iranu yin ti po ju",1
iyawo mi oloju ede,1
Iya Ibeji Omo Arayele fi gbogbo ogo fun Ọlọrun pe o di onile laarin osu kan,0
O só nipa awọn koko to jẹ ootọ ati awọn to jẹ ahesọ nipa ipo iloyun obinrin ati iru sitaili ibalopọ to le maa ṣe akoba fun obinrin bẹẹ.,1
"Oṣu kan ati ọjọ mẹfa pere sigba naa ni Ṣọun tilẹ Ogbomọṣọ, Ọba Jimoh Oyewumi (Ajagungbade Kẹta), tẹle e, lọjọ kejila, oṣu Kejila, ọdun 2021 ọhun kan naa lọba nla Ogbomọṣọ waja.",1
Awon ti o wa lehin Obasanjo ko dake sa o. Won ni o se pataki ki eto ijoba olori-jori ti Obasanjo gun le maa te siwaju.,0
"Wo omo ti o n sere nilele, ma je ko gbe ayan yen mi",0
Ilé ìgbìmò aṣofin Niger bẹ̀rẹ̀ ìgbésẹ̀ láti fòfin dé ìbálòpọ̀ láàárín akọ sí akọ.,1
Ọjọ́ lọjọ́ tí mo mọ̀ pé wọ́n bí mi láì ní ojú ara obìnrin àti ilé ọmọ',1
